,Electrolyte
2272,"3-dimethylimidazolium iodide (DMII)(1.0 M) and guanidinium thiocyanate (0.1 M), in addition to LiI (0.05 M), I2 (0.03 M), and TBP (0.5 M) in a mixed solvent of MeCN and valeronitrile (85:15, v/v)"
2273,"LiI (0.5 M), I2 (0.05 M), and TBP (4-tert-butylpyridine) (0.5 M) in MeCN"
2274,"1.0 M 1,3-dimethylimidazolium iodide, 30 mM I2, 0.5 M tertbutylpyridine, 0.1 M lithium iodide, and 0.1 M guanidinium thiocyanate in a mixture of acetonitrile and valeronitrile (85/15, v/v)"
2275,"1.0 M 1,3-dimethylimidazolium iodide, 30 mM I2, 0.5 M tertbutylpyridine, 0.1 M lithium iodide, and 0.1 M guanidinium thiocyanate in a mixture of acetonitrile and valeronitrile (85/15, v/v)"
2276,"0.6 M DMPII (1,2-dimethyl-3-n-propylimidazolium iodide), 0.1 M LiI, 0.05 M I2 in anhydrous acetonitrile"
2277,"0.6 M DMPII (1,2-dimethyl-3-n-propylimidazolium iodide), 0.1 M LiI, 0.05 M I2 in anhydrous acetonitrile"
2278,"0.6 M DMPII (1,2-dimethyl-3-n-propylimidazolium iodide), 0.1 M LiI, 0.05 M I2 in anhydrous acetonitrile"
2279,"0.6 M DMPII (1,2-dimethyl-3-n-propylimidazolium iodide), 0.1 M LiI, 0.05 M I2 in anhydrous acetonitrile"
2280,"0.6 M DMPII (1,2-dimethyl-3-n-propylimidazolium iodide), 0.1 M LiI, 0.05 M I2 in anhydrous acetonitrile"
2281,"1.0 M DMII (1,3-dimethylimidazolium iodide), 0.03 M iodine, 0.025 M NaI, 0.5 TBP, 0.1 M guanidinium thiocyanide, and acetonitrile solvent"
2282,"1.0 M DMII (1,3-dimethylimidazolium iodide), 0.03 M iodine, 0.025 M NaI, 0.5 TBP, 0.1 M guanidinium thiocyanide, and acetonitrile solvent"
2283,"1.0 M DMII (1,3-dimethylimidazolium iodide), 0.03 M iodine, 0.025 M NaI, 0.5 TBP, 0.1 M guanidinium thiocyanide, and acetonitrile solvent"
2284,"1.0 M DMII (1,3-dimethylimidazolium iodide), 0.03 M iodine, 0.025 M NaI, 0.5 TBP, 0.1 M guanidinium thiocyanide, and acetonitrile solvent"
2285,"1.0 M DMII (1,3-dimethylimidazolium iodide), 0.03 M iodine, 0.025 M NaI, 0.5 TBP, 0.1 M guanidinium thiocyanide, and acetonitrile solvent"
2286,"1.0 M DMII (1,3-dimethylimidazolium iodide), 0.03 M iodine, 0.025 M NaI, 0.5 TBP, 0.1 M guanidinium thiocyanide, and acetonitrile solvent"
2287,"0.6 M 3-hexyl-1,2-dimethylimidazolium iodide, 0.04 M iodine, 0.025 M LiI, 0.05 M guanidium thiocyanate, and 0.28 M tertbutylpyridine in acetonitrile"
2288,"0.6 M 3-hexyl-1,2-dimethylimidazolium iodide, 0.04 M iodine, 0.025 M LiI, 0.05 M guanidium thiocyanate, and 0.28 M tertbutylpyridine in acetonitrile"
2289,"0.5 M lithium iodide (LiI), 0.05 M iodine (I2), and 0.5 M 4-tert-butylpyridine (TBP) in acetonitrile"
2290,"0.5 M lithium iodide (LiI), 0.05 M iodine (I2), and 0.5 M 4-tert-butylpyridine (TBP) in acetonitrile"
2291,"0.6 M 1,2-dimethyl-3-n-propylimidazolium iodide (DMPImI), 0.1 M LiI, 0.05 M I2 and 0.5 M tertbutylpyridine in acetonitrile"
2292,"0.06 M LiI, 0.03 M I2, 0.1 M guanidinium thiocyanate, 0.6 M1-propyl-3-methylimidazolium iodide (PMII), and 0.5 M tertbutylpyridine in acetonitrile"
2293,"0.06 M LiI, 0.03 M I2, 0.1 M guanidinium thiocyanate, 0.6 M1-propyl-3-methylimidazolium iodide (PMII), and 0.5 M tertbutylpyridine in acetonitrile"
2294,"0.5 M lithium iodide (LiI), 0.05 M iodine (I2), and 0.5 M 4-tert-butylpyridine (TBP) in acetonitrile"
2295,"0.5 M lithium iodide (LiI), 0.05 M iodine (I2), and 0.5 M 4-tert-butylpyridine (TBP) in acetonitrile"
2296,"0.6 M 1,2-dimethyl-3-n-propylimidazolium iodide (DMPImI), 0.1 M LiI, 0.05 M I2 and 0.5 M tertbutylpyridine in acetonitrile"
2297,"1,2-dimethyl-3-propylimidazolium iodide (0.6 M), I 2 (0.05 M), LiI (0.1 M), and 4-t-butylpyridine (0.05 M) in 3-methoxypropionitrile"
2298,"1,2-dimethyl-3-propylimidazolium iodide (0.6 M), I 2 (0.05 M), LiI (0.1 M), and 4-t-butylpyridine (0.05 M) in 3-methoxypropionitrile"
2299,"1,2-dimethyl-3-propylimidazolium iodide (0.6 M), I 2 (0.05 M), LiI (0.1 M), and 4-t-butylpyridine (0.05 M) in 3-methoxypropionitrile"
2300,"1 M 1,3-dimethylimidazolium iodide (DMII), 0.03 M I2, 0.05 M LiI, 0.1 M guanidinium thiocyanate (GuSCN), and 0.5 M tert-butypyridine (TBP) in 85/15 mixture of acetonitrile and valeronitrile"
2301,"1 M 1,3-dimethylimidazolium iodide (DMII), 0.03 M I2, 0.05 M LiI, 0.1 M guanidinium thiocyanate (GuSCN), and 0.5 M tert-butypyridine (TBP) in 85/15 mixture of acetonitrile and valeronitrile"
2302,"1 M 1,3-dimethylimidazolium iodide (DMII), 0.03 M I2, 0.05 M LiI, 0.1 M guanidinium thiocyanate (GuSCN), and 0.5 M tert-butypyridine (TBP) in 85/15 mixture of acetonitrile and valeronitrile"
2303,"1 M 1,3-dimethylimidazolium iodide (DMII), 0.03 M I2, 0.05 M LiI, 0.1 M guanidinium thiocyanate (GuSCN), and 0.5 M tert-butypyridine (TBP) in 85/15 mixture of acetonitrile and valeronitrile"
2304,"1 M 1,3-dimethylimidazolium iodide (DMII), 0.03 M I2, 0.05 M LiI, 0.1 M guanidinium thiocyanate (GuSCN), and 0.5 M tert-butypyridine (TBP) in 85/15 mixture of acetonitrile and valeronitrile"
2305,"1 M 1,3-dimethylimidazolium iodide (DMII), 0.03 M I2, 0.05 M LiI, 0.1 M guanidinium thiocyanate (GuSCN), and 0.5 M tert-butypyridine (TBP) in 85/15 mixture of acetonitrile and valeronitrile"
2306,"0.22 M [Co(II)(bpy)3]TFSI2, 0.06 M [Co(III)(bpy)3]TFSI3, 0.1 M LiTFSI, and 0.5 M tert-butylpyridine in acetonitrile"
2307,"0.22 M [Co(II)(bpy)3]TFSI2, 0.06 M [Co(III)(bpy)3]TFSI3, 0.1 M LiTFSI, and 0.5 M tert-butylpyridine in acetonitrile"
2308,"0.22 M [Co(II)(bpy)3]TFSI2, 0.06 M [Co(III)(bpy)3]TFSI3, 0.1 M LiTFSI, and 0.5 M tert-butylpyridine in acetonitrile"
2309,"0.22 M [Co(II)(bpy)3]TFSI2, 0.06 M [Co(III)(bpy)3]TFSI3, 0.1 M LiTFSI, and 0.5 M tert-butylpyridine in acetonitrile"
2310,"0.22 M [Co(II)(bpy)3]TFSI2, 0.06 M [Co(III)(bpy)3]TFSI3, 0.1 M LiTFSI, and 0.5 M tert-butylpyridine in acetonitrile"
2311,"0.03 M I2, 0.05 M LiI, 0.5 M TBP, 0.1 M guandine thiocyanate, 1.0 M 1,3-dimethylimidazolium (DMII) DMII in acetonitrile and valeronitrile (v/v, 85/15)"
2312,cobalt (II/III) redox
2313,"0.03 M I2, 0.05 M LiI, 0.5 M TBP, 0.1 M guandine thiocyanate, 1.0 M 1,3-dimethylimidazolium (DMII) DMII in acetonitrile and valeronitrile (v/v, 85/15)"
2314,"LiI (100 mM), iodine (30 mM), 4-tert-butyl pyridine (500 mM) and 1-butyl-3-methyl-imidazolium iodide (600 mM) in mixed solvent of acetonitrile and varelonitrile (volume ratio of 85:15)"
2315,"LiI (100 mM), iodine (30 mM), 4-tert-butyl pyridine (500 mM) and 1-butyl-3-methyl-imidazolium iodide (600 mM) in mixed solvent of acetonitrile and varelonitrile (volume ratio of 85:15)"
2316,"LiI (0.1 M), I2 (0.1 M), 4-tert-butylpyridine (1.0 M) and 1,2-dimethyl-3-propy-limidazolium iodide (0.6 M) in acetonitrile"
2317,"0.5 M LiI, 0.05 M I2 in the mixture of acetonitrile and 3-methoxypropionitrile (volume ratio 7:3)"
2318,"0.5 M lithium iodide (LiI), 0.05 M I2, and 0.5 M 4-tert-butylpyridine (TBP) in solvent of THF/C2H5OH(1:4)"
2319,"0.22 M [CoII(bpy)3](B(CN)4)2, 0.05 M [CoIII(bpy)3](B(CN)4)3, 0.1 M LiClO4 and 0.8 M TBP in acetonitrile (ACN)"
2320,"0.22 M [CoII(bpy)3](B(CN)4)2, 0.05 M [CoIII(bpy)3](B(CN)4)3, 0.1 M LiClO4 and 0.8 M TBP in acetonitrile (ACN)"
2321,"0.22 M [CoII(bpy)3](B(CN)4)2, 0.05 M [CoIII(bpy)3](B(CN)4)3, 0.1 M LiClO4 and 0.8 M TBP in acetonitrile (ACN)"
2322,"0.3 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1 M LiI, 0.05 M I2, and 0.5 M 4-tert-butylpyridine in acetonitrile"
2323,"0.3 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1 M LiI, 0.05 M I2, and 0.5 M 4-tert-butylpyridine in acetonitrile"
2324,"0.3 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1 M LiI, 0.05 M I2, and 0.5 M 4-tert-butylpyridine in acetonitrile"
2325,"0.3 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1 M LiI, 0.05 M I2, and 0.5 M 4-tert-butylpyridine in acetonitrile"
2326,"0.5 M lithium iodide (LiI), 0.05 M I2, and 0.5 M 4-tert-butylpyridine (TBP) in solvent of THF/C2H5OH(1:4)"
2327,"0.5 M lithium iodide (LiI), 0.05 M I2, and 0.5 M 4-tert-butylpyridine (TBP) in solvent of THF/C2H5OH(1:4)"
2328,"0.5 M lithium iodide (LiI), 0.05 M I2, and 0.5 M 4-tert-butylpyridine (TBP) in solvent of THF/C2H5OH(1:4)"
2329,"0.5 M LiI, 0.05 M I2, 0.6 M PMII, 0.5 M TBP and 0.1 M GuSCN in acetonitrile"
2330,"0.5 M LiI, 0.05 M I2, 0.6 M PMII, 0.5 M TBP and 0.1 M GuSCN in acetonitrile"
2331,"0.5 M LiI, 0.05 M I2, 0.6 M PMII, 0.5 M TBP and 0.1 M GuSCN in acetonitrile"
2332,"0.5 M LiI, 0.05 M I2, 0.6 M PMII, 0.5 M TBP and 0.1 M GuSCN in acetonitrile"
2333,"0.5 M LiI, 0.05 M I2, 0.6 M PMII, 0.5 M TBP and 0.1 M GuSCN in acetonitrile"
2334,"0.5 M LiI, 0.05 M I2, 0.6 M PMII, 0.5 M TBP and 0.1 M GuSCN in acetonitrile"
2335,"0.5 M LiI, 0.05 M I2, 0.6 M PMII, 0.5 M TBP and 0.1 M GuSCN in acetonitrile"
2336,"0.5 M LiI, 0.05 M I2, 0.6 M PMII, 0.5 M TBP and 0.1 M GuSCN in acetonitrile"
2337,Iodolyte HL-30
2338,Iodolyte HL-30
2339,Iodolyte HL-30
2340,"0.6 M DMII, 50 mM LiI, 30 mM I2, 0.5 M tert-butylpyridine and 0.1 M GuNCS in aceto­nitrile and valeronitrile (85:15)"
2341,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1 M LiI, and 0.1 M I2 in CH3CN"
2342,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1 M LiI, 0.1 M TBP and 0.1 M I2 in CH3CN"
2343,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1 M LiI, 0.5 M TBP and 0.1 M I2 in CH3CN"
2344,"0.1 M LiI, 0.03 M I2, 0.6 M 1-methyl-3-propylimidazolium iodide, and 0.5 M tert-butylpyridine in dry acetonitrile"
2345,"0.1 M LiI, 0.03 M I2, 0.6 M 1-methyl-3-propylimidazolium iodide, and 0.5 M tert-butylpyridine in dry acetonitrile"
2346,"0.1 M LiI, 0.03 M I2, 0.6 M 1-methyl-3-propylimidazolium iodide, and 0.5 M tert-butylpyridine in dry acetonitrile"
2347,"0.1 M LiI, 0.03 M I2, 0.6 M 1-methyl-3-propylimidazolium iodide, and 0.5 M tert-butylpyridine in dry acetonitrile"
2348,"0.1 M LiI, 0.03 M I2, 0.6 M 1-methyl-3-propylimidazolium iodide, and 0.5 M tert-butylpyridine in dry acetonitrile"
2349,"0.1 M LiI, 0.03 M I2, 0.6 M 1-methyl-3-propylimidazolium iodide, and 0.5 M tert-butylpyridine in dry acetonitrile"
2350,"0.1 M LiI, 0.03 M I2, 0.6 M 1-methyl-3-propylimidazolium iodide, and 0.5 M tert-butylpyridine in dry acetonitrile"
2351,"0.1 M LiI, 0.03 M I2, 0.6 M 1-methyl-3-propylimidazolium iodide, and 0.5 M tert-butylpyridine in dry acetonitrile"
2352,"0.1 M LiI, 0.03 M I2, 0.6 M 1-methyl-3-propylimidazolium iodide, and 0.5 M tert-butylpyridine in dry acetonitrile"
2353,"0.1 M LiI, 0.03 M I2, 0.6 M 1-methyl-3-propylimidazolium iodide, and 0.5 M tert-butylpyridine in dry acetonitrile"
2354,"0.1 M LiI, 0.03 M I2, 0.6 M 1-methyl-3-propylimidazolium iodide, and 0.5 M tert-butylpyridine in dry acetonitrile"
2355,"0.1 M LiI, 0.03 M I2, 0.6 M 1-methyl-3-propylimidazolium iodide, and 0.5 M tert-butylpyridine in dry acetonitrile"
2356,"0.1 M LiI, 0.03 M I2, 0.6 M 1-methyl-3-propylimidazolium iodide, and 0.5 M tert-butylpyridine in dry acetonitrile"
2357,"0.1 M LiI, 0.03 M I2, 0.6 M 1-methyl-3-propylimidazolium iodide, and 0.5 M tert-butylpyridine in dry acetonitrile"
2358,"0.1 M LiI, 0.03 M I2, 0.6 M 1-methyl-3-propylimidazolium iodide, and 0.5 M tert-butylpyridine in dry acetonitrile"
2359,"0.1 M LiI, 0.03 M I2, 0.6 M 1-methyl-3-propylimidazolium iodide, and 0.5 M tert-butylpyridine in dry acetonitrile"
2360,"0.1 M LiI, 0.03 M I2, 0.6 M 1-methyl-3-propylimidazolium iodide, and 0.5 M tert-butylpyridine in dry acetonitrile"
2361,"0.1 M LiI, 0.03 M I2, 0.6 M 1-methyl-3-propylimidazolium iodide, and 0.5 M tert-butylpyridine in dry acetonitrile"
2362,"0.05 M I2, 0.1 M LiI, 0.6 M tetrapropyl ammonium iodide (TPAI) and 0.4 M tert-butylpyridine (4-TBP) in a mixed solvent of acetonitrile and valeronitrile (85/15, v/v)"
2363,"0.05 M I2, 0.1 M LiI, 0.6 M tetrapropyl ammonium iodide (TPAI) and 0.4 M tert-butylpyridine (4-TBP) in a mixed solvent of acetonitrile and valeronitrile (85/15, v/v)"
2364,"0.05 M I2, 0.1 M LiI, 0.6 M tetrapropyl ammonium iodide (TPAI) and 0.4 M tert-butylpyridine (4-TBP) in a mixed solvent of acetonitrile and valeronitrile (85/15, v/v)"
2365,"0.05 M I2, 0.1 M LiI, 0.6 M tetrapropyl ammonium iodide (TPAI) and 0.4 M tert-butylpyridine (4-TBP) in a mixed solvent of acetonitrile and valeronitrile (85/15, v/v)"
2366,"0.05 M I2, 0.1 M LiI, 0.6 M tetrapropyl ammonium iodide (TPAI) and 0.4 M tert-butylpyridine (4-TBP) in a mixed solvent of acetonitrile and valeronitrile (85/15, v/v)"
2367,"0.05 M I2, 0.1 M LiI, 0.6 M tetrapropyl ammonium iodide (TPAI) and 0.4 M tert-butylpyridine (4-TBP) in a mixed solvent of acetonitrile and valeronitrile (85/15, v/v)"
2368,"0.22 M [CoII(bpy)3](B(CN)4)2, 0.05 M [CoIII(bpy)3](B(CN)4)3, 0.1 M LiClO4 and 0.8 M TBP in acetonitrile (ACN)"
2369,"0.1 M LiI, 0.03 M I2, 0.6 M 1-methyl-3-propylimidazolium iodide, and 0.5 M tert-butylpyridine in dry acetonitrile"
2370,"0.05 M I2, 0.1 M LiI, 0.6 M tetrapropyl ammonium iodide (TPAI) and 0.4 M tert-butylpyridine (4-TBP) in a mixed solvent of acetonitrile and valeronitrile (85/15, v/v)"
2371,"0.05 M I2, 0.1 M LiI, 0.6 M tetrapropyl ammonium iodide (TPAI) and 0.4 M tert-butylpyridine (4-TBP) in a mixed solvent of acetonitrile and valeronitrile (85/15, v/v)"
2372,"0.1 M LiI, 0.03 M I2, 0.6 M 1-methyl-3-propylimidazolium iodide, and 0.5 M tert-butylpyridine in dry acetonitrile"
2373,"0.1 M LiI, 0.03 M I2, 0.6 M 1-methyl-3-propylimidazolium iodide, and 0.5 M tert-butylpyridine in dry acetonitrile"
2374,"0.1 M LiI, 0.03 M I2, 0.6 M 1-methyl-3-propylimidazolium iodide, and 0.5 M tert-butylpyridine in dry acetonitrile"
2375,"0.1 M 1-propyl-2,3-dimethylimidazolium iodide (DMPII), 0.5 M 1-butyl-3-methylimidazolium iodide (BMII), 0.05 M I2, 0.1 M LiI, 0.1 M guanidine thiocyanate (GuSCN), and 0.5 M tert-butylpyridine (TBP) in an 85/15 mixture of acetonitrile and valteronitrile"
2376,"0.1 M 1-propyl-2,3-dimethylimidazolium iodide (DMPII), 0.5 M 1-butyl-3-methylimidazolium iodide (BMII), 0.05 M I2, 0.1 M LiI, 0.1 M guanidine thiocyanate (GuSCN), and 0.5 M tert-butylpyridine (TBP) in an 85/15 mixture of acetonitrile and valteronitrile"
2377,"0.1 M 1-propyl-2,3-dimethylimidazolium iodide (DMPII), 0.5 M 1-butyl-3-methylimidazolium iodide (BMII), 0.05 M I2, 0.1 M LiI, 0.1 M guanidine thiocyanate (GuSCN), and 0.5 M tert-butylpyridine (TBP) in an 85/15 mixture of acetonitrile and valteronitrile"
2378,"0.1 M 1-propyl-2,3-dimethylimidazolium iodide (DMPII), 0.5 M 1-butyl-3-methylimidazolium iodide (BMII), 0.05 M I2, 0.1 M LiI, 0.1 M guanidine thiocyanate (GuSCN), and 0.5 M tert-butylpyridine (TBP) in an 85/15 mixture of acetonitrile and valteronitrile"
2379,"0.1 M 1-propyl-2,3-dimethylimidazolium iodide (DMPII), 0.5 M 1-butyl-3-methylimidazolium iodide (BMII), 0.05 M I2, 0.1 M LiI, 0.1 M guanidine thiocyanate (GuSCN), and 0.5 M tert-butylpyridine (TBP) in an 85/15 mixture of acetonitrile and valteronitrile"
2380,"1.0 M 1,3-dimethylimidazolium iodide, 0.03 M I2, 0.05 M LiI, 0.10 M guanidinium thiocyanate, and 0.50 M 4-tert-butylpyridine in acetonitrile/valeronitrile, 85:15"
2381,"1.0 M 1,3-dimethylimidazolium iodide, 0.03 M I2, 0.05 M LiI, 0.10 M guanidinium thiocyanate, and 0.50 M 4-tert-butylpyridine in acetonitrile/valeronitrile, 85:15"
2382,"1.0 M 1,3-dimethylimidazolium iodide, 0.03 M I2, 0.05 M LiI, 0.10 M guanidinium thiocyanate, and 0.50 M 4-tert-butylpyridine in acetonitrile/valeronitrile, 85:15"
2383,"0.6 M N-methyl-N-butyl imid-azolium iodide, 0.04 M iodine, 0.05 m LiI, 0.05 M guanidinium thiocyanate, and 0.28 M tert-butylpyridine in 15:85 (v/v) mixture of valeronitrile and acetonitrile"
2384,"0.6 M N-methyl-N-butyl imid-azolium iodide, 0.04 M iodine, 0.05 m LiI, 0.05 M guanidinium thiocyanate, and 0.28 M tert-butylpyridine in 15:85 (v/v) mixture of valeronitrile and acetonitrile"
2385,"0.6 M N-methyl-N-butyl imid-azolium iodide, 0.04 M iodine, 0.05 m LiI, 0.05 M guanidinium thiocyanate, and 0.28 M tert-butylpyridine in 15:85 (v/v) mixture of valeronitrile and acetonitrile"
2386,"0.6 M N-methyl-N-butyl imid-azolium iodide, 0.04 M iodine, 0.05 m LiI, 0.05 M guanidinium thiocyanate, and 0.28 M tert-butylpyridine in 15:85 (v/v) mixture of valeronitrile and acetonitrile"
2387,"0.6 M N-methyl-N-butyl imid-azolium iodide, 0.04 M iodine, 0.05 m LiI, 0.05 M guanidinium thiocyanate, and 0.28 M tert-butylpyridine in 15:85 (v/v) mixture of valeronitrile and acetonitrile"
2388,"0.6 M N-methyl-N-butyl imid-azolium iodide, 0.04 M iodine, 0.05 m LiI, 0.05 M guanidinium thiocyanate, and 0.28 M tert-butylpyridine in 15:85 (v/v) mixture of valeronitrile and acetonitrile"
2389,"0.5M LiI, 0.05 M I2, 0.5 M TBP, 0.5M GSCN in 3-methoxy propionitrile"
2390,"0.5 M lithium iodide (LiI), 0.05 M I2, and 0.5 M 4-tert-butylpyridine (TBP) in solvent of THF/C2H5OH(1:4)"
2391,"0.5 M lithium iodide (LiI), 0.05 M I2, and 0.5 M 4-tert-butylpyridine (TBP) in solvent of THF/C2H5OH(1:4)"
2392,"0.1 M 1-propyl-2,3-dimethylimidazolium iodide (DMPII), 0.5 M 1-butyl-3-methylimidazolium iodide (BMII), 0.05 M I2, 0.1 M LiI, 0.1 M guanidine thiocyanate (GuSCN), and 0.5 M tert-butylpyridine (TBP) in an 85/15 mixture of acetonitrile and valteronitrile"
2393,"0.25 M [Co(dmbpy)3](PF6)2, 0.05 M [Co(dmbpy)3](PF6)3, 0.8 M TBP, and 0.1 M LiTFSI in acetonitrile"
2394,"0.25 M [Co(phen)3] (PF6)2, 0.05 M [Co(phen)3] (PF6)3, 0.8 M TBP, and 0.1 M LiTFSI in acetonitrile"
2395,"0.25 M [Co(bpy)3](PF6)2, 0.05 M [Co(bpy)3](PF6)3, 0.8 M TBP, and 0.1 M LiTFSI in acetonitrile"
2396,"0.25 M [Co(dmbpy)3](PF6)2, 0.05 M [Co(dmbpy)3](PF6)3, 0.8 M TBP, and 0.1 M LiTFSI in acetonitrile"
2397,"0.25 M [Co(phen)3] (PF6)2, 0.05 M [Co(phen)3] (PF6)3, 0.8 M TBP, and 0.1 M LiTFSI in acetonitrile"
2398,"0.25 M [Co(bpy)3](PF6)2, 0.05 M [Co(bpy)3](PF6)3, 0.8 M TBP, and 0.1 M LiTFSI in acetonitrile"
2399,"0.25 M [Co(dmbpy)3](PF6)2, 0.05 M [Co(dmbpy)3](PF6)3, 0.8 M TBP, and 0.1 M LiTFSI in acetonitrile"
2400,"0.6 M 3-hexyl-1,2-dimethyl imidazolium iodide, 0.05 M iodine, 0.1 M LiI and 0.5 M tert-butylpyridine in acetonitrile"
2401,"0.6 M 3-hexyl-1,2-dimethyl imidazolium iodide, 0.05 M iodine, 0.1 M LiI and 0.5 M tert-butylpyridine in acetonitrile"
2402,"0.6 M 3-hexyl-1,2-dimethyl imidazolium iodide, 0.05 M iodine, 0.1 M LiI and 0.5 M tert-butylpyridine in acetonitrile"
2403,"0.5 M lithium iodide (LiI), 0.05 M iodine (I2), and 0.5 M 4-tert-butylpyridine dissolved in acetonitrile"
2404,"0.5 M lithium iodide (LiI), 0.05 M iodine (I2), and 0.5 M 4-tert-butylpyridine dissolved in acetonitrile"
2405,"0.5 M lithium iodide (LiI), 0.05 M iodine (I2), and 0.5 M 4-tert-butylpyridine dissolved in acetonitrile"
2406,"0.5 M lithium iodide (LiI), 0.05 M iodine (I2), and 0.5 M 4-tert-butylpyridine dissolved in acetonitrile"
2407,"0.5 M lithium iodide (LiI), 0.05 M iodine (I2), and 0.5 M 4-tert-butylpyridine dissolved in acetonitrile"
2408,"0.5 M lithium iodide (LiI), 0.05 M iodine (I2), and 0.5 M 4-tert-butylpyridine dissolved in acetonitrile"
2409,"0.5 M lithium iodide (LiI), 0.05 M iodine (I2), and 0.5 M 4-tert-butylpyridine dissolved in acetonitrile"
2410,"0.5 M lithium iodide (LiI), 0.05 M iodine (I2), and 0.5 M 4-tert-butylpyridine dissolved in acetonitrile"
2411,"0.5 M lithium iodide (LiI), 0.05 M iodine (I2), and 0.5 M 4-tert-butylpyridine dissolved in acetonitrile"
2412,"0.05 M iodine, 0.1 M lithium iodide, and 0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPrII) in acetonitrile"
2413,"0.05 M iodine, 0.1 M lithium iodide, and 0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPrII) in acetonitrile"
2414,"0.05 M iodine, 0.1 M lithium iodide, and 0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPrII) in acetonitrile + 0.5 M TBP"
2415,"0.05 M iodine, 0.1 M lithium iodide, and 0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPrII) in acetonitrile + 0.5 M TBP"
2416,"0.05 M iodine, 0.1 M lithium iodide, and 0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPrII) in acetonitrile"
2417,"0.05 M iodine, 0.1 M lithium iodide, and 0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPrII) in acetonitrile"
2418,"0.1 M LiI, 0.6 M 1-propyl-2,3-dimethylimidazolium iodide (DMPII), 0.05 M I2 and 0.5 M tert-butylpyridine (TBP) in a mixture of acetonitrile(ACN)/3-methoxypropionitrile (MPN) with a volume ratio of 1:1"
2419,"0.1 M LiI, 0.6 M 1-propyl-2,3-dimethylimidazolium iodide (DMPII), 0.05 M I2 and 0.5 M tert-butylpyridine (TBP) in a mixture of acetonitrile(ACN)/3-methoxypropionitrile (MPN) with a volume ratio of 1:1"
2420,"0.1 M LiI, 0.6 M 1-propyl-2,3-dimethylimidazolium iodide (DMPII), 0.05 M I2 and 0.5 M tert-butylpyridine (TBP) in a mixture of acetonitrile(ACN)/3-methoxypropionitrile (MPN) with a volume ratio of 1:1"
2421,"0.1 M LiI, 0.6 M 1-propyl-2,3-dimethylimidazolium iodide (DMPII), 0.05 M I2 and 0.5 M tert-butylpyridine (TBP) in a mixture of acetonitrile(ACN)/3-methoxypropionitrile (MPN) with a volume ratio of 1:1"
2422,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1 M LiI and 0.05 M I2 in acetonitrile and 4-tert-butylpyridine (volume ratio, 1:1)"
2423,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1 M LiI and 0.05 M I2 in acetonitrile and 4-tert-butylpyridine (volume ratio, 1:1)"
2424,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1 M LiI and 0.05 M I2 in acetonitrile and 4-tert-butylpyridine (volume ratio, 1:1)"
2425,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1 M LiI and 0.05 M I2 in acetonitrile and 4-tert-butylpyridine (volume ratio, 1:1)"
2426,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1 M LiI and 0.05 M I2 in acetonitrile and 4-tert-butylpyridine (volume ratio, 1:1)"
2427,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1 M LiI and 0.05 M I2 in acetonitrile and 4-tert-butylpyridine (volume ratio, 1:1)"
2428,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1 M LiI and 0.05 M I2 in acetonitrile and 4-tert-butylpyridine (volume ratio, 1:1)"
2429,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1 M LiI and 0.05 M I2 in acetonitrile and 4-tert-butylpyridine (volume ratio, 1:1)"
2430,"3-propyl-1-methyl-imidazolium iodide (PMII, 0.7 M), lithium iodide (LiI,0.2 M), iodine (I2, 0.05 M), and t-butylpyridine (TBP, 0.5 M) in acetonitrile/valeronitrile (85:15)"
2431,"1,2-dimethyl-3-propylimidazolium iodide (0.6 M), LiI (0.1 M), tert-butylpyridine (0.5 M) and I2 (0.05 M) in acetonitrile"
2432,"1,2-dimethyl-3-propylimidazolium iodide (0.6 M), LiI (0.1 M), tert-butylpyridine (0.5 M) and I2 (0.05 M) in acetonitrile"
2433,"1,2-dimethyl-3-propylimidazolium iodide (0.6 M), LiI (0.1 M), tert-butylpyridine (0.5 M) and I2 (0.05 M) in acetonitrile"
